INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0601', 'Hoang Tuan', 'M', TO_DATE('1969-11-10','YYYY-MM-DD'), '0385331868', 'Phuong 10, Quan 7, Hai Phong', TO_DATE('2020-06-14','YYYY-MM-DD'), 24832671.12, 'Director', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0941', 'Huynh Khanh', 'M', TO_DATE('1997-05-24','YYYY-MM-DD'), '0372448997', 'Phuong 3, Quan 6, Nha Trang', TO_DATE('2019-03-29','YYYY-MM-DD'), 7929092.66, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0942', 'Vu Trang', 'F', TO_DATE('1978-06-16','YYYY-MM-DD'), '0912902958', 'Phuong 11, Quan 4, Ho Chi Minh', TO_DATE('2019-06-01','YYYY-MM-DD'), 17059389.44, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0943', 'Hoang Ngoc', 'M', TO_DATE('1990-12-30','YYYY-MM-DD'), '0382089694', 'Phuong 2, Quan 2, Ha Noi', TO_DATE('2016-03-31','YYYY-MM-DD'), 17755100.12, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0944', 'Le Ngoc', 'M', TO_DATE('2001-05-06','YYYY-MM-DD'), '0908624951', 'Phuong 18, Quan 2, Da Lat', TO_DATE('2010-01-04','YYYY-MM-DD'), 29343313.36, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0945', 'Hoang Tu', 'M', TO_DATE('1974-05-01','YYYY-MM-DD'), '0372592622', 'Phuong 14, Quan 5, Da Nang', TO_DATE('2016-05-29','YYYY-MM-DD'), 20607783.19, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0946', 'Tran Giang', 'M', TO_DATE('2003-07-24','YYYY-MM-DD'), '0370969820', 'Phuong 17, Quan 12, Ho Chi Minh', TO_DATE('2012-08-11','YYYY-MM-DD'), 24290732.80, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0947', 'Tran Tu', 'F', TO_DATE('1971-06-30','YYYY-MM-DD'), '0359343133', 'Phuong 20, Quan 12, Hai Phong', TO_DATE('2024-10-31','YYYY-MM-DD'), 13554210.34, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0948', 'Le Ngoc', 'F', TO_DATE('1971-10-14','YYYY-MM-DD'), '0383057468', 'Phuong 14, Quan 1, Ho Chi Minh', TO_DATE('2017-05-02','YYYY-MM-DD'), 9892615.94, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0949', 'Vu Ngoc', 'M', TO_DATE('1984-10-19','YYYY-MM-DD'), '0358729707', 'Phuong 9, Quan 6, Ha Noi', TO_DATE('2020-04-16','YYYY-MM-DD'), 25250662.65, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0950', 'Phan Tuan', 'F', TO_DATE('1973-07-09','YYYY-MM-DD'), '0362695957', 'Phuong 10, Quan 3, Ha Noi', TO_DATE('2019-03-18','YYYY-MM-DD'), 9216884.68, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0951', 'Pham Minh', 'M', TO_DATE('1995-07-19','YYYY-MM-DD'), '0327341700', 'Phuong 9, Quan 5, Can Tho', TO_DATE('2021-09-26','YYYY-MM-DD'), 14191323.41, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0952', 'Hoang Tuan', 'F', TO_DATE('1975-01-16','YYYY-MM-DD'), '0388667625', 'Phuong 17, Quan 1, Nha Trang', TO_DATE('2011-07-29','YYYY-MM-DD'), 17505090.11, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0953', 'Dang Vy', 'M', TO_DATE('1970-03-22','YYYY-MM-DD'), '0362702487', 'Phuong 3, Quan 7, Ha Noi', TO_DATE('2010-10-02','YYYY-MM-DD'), 14257436.67, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0954', 'Nguyen Thao', 'M', TO_DATE('1978-09-04','YYYY-MM-DD'), '0342989023', 'Phuong 7, Quan 12, Da Lat', TO_DATE('2014-01-30','YYYY-MM-DD'), 20478542.12, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0955', 'Dang Thao', 'M', TO_DATE('1972-07-14','YYYY-MM-DD'), '0398452084', 'Phuong 6, Quan 1, Ho Chi Minh', TO_DATE('2013-09-06','YYYY-MM-DD'), 7132851.70, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0956', 'Phan Trang', 'M', TO_DATE('1975-10-31','YYYY-MM-DD'), '0900783183', 'Phuong 4, Quan 12, Da Nang', TO_DATE('2016-12-08','YYYY-MM-DD'), 27772279.83, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0957', 'Hoang Giang', 'F', TO_DATE('2002-03-15','YYYY-MM-DD'), '0370874131', 'Phuong 16, Quan 10, Ha Noi', TO_DATE('2021-07-09','YYYY-MM-DD'), 14586990.31, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0958', 'Vu Chau', 'M', TO_DATE('1987-03-27','YYYY-MM-DD'), '0334101526', 'Phuong 3, Quan 10, Ha Noi', TO_DATE('2018-03-07','YYYY-MM-DD'), 28984243.15, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0959', 'Vu Hai', 'M', TO_DATE('1993-07-07','YYYY-MM-DD'), '0395497962', 'Phuong 15, Quan 6, Can Tho', TO_DATE('2013-04-19','YYYY-MM-DD'), 5341444.64, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0960', 'Huynh Thao', 'F', TO_DATE('1986-10-02','YYYY-MM-DD'), '0904200251', 'Phuong 17, Quan 9, Ha Noi', TO_DATE('2012-11-15','YYYY-MM-DD'), 21172566.19, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0961', 'Phan Chau', 'F', TO_DATE('1997-04-12','YYYY-MM-DD'), '0369051803', 'Phuong 16, Quan 5, Ha Noi', TO_DATE('2021-09-20','YYYY-MM-DD'), 7969953.68, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0962', 'Le Trang', 'M', TO_DATE('1973-09-07','YYYY-MM-DD'), '0377611305', 'Phuong 2, Quan 2, Da Nang', TO_DATE('2022-11-15','YYYY-MM-DD'), 28554196.96, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0963', 'Huynh Chau', 'M', TO_DATE('1997-03-21','YYYY-MM-DD'), '0328998657', 'Phuong 15, Quan 4, Hai Phong', TO_DATE('2017-09-12','YYYY-MM-DD'), 15795199.00, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0964', 'Huynh Dung', 'M', TO_DATE('1991-04-14','YYYY-MM-DD'), '0388169446', 'Phuong 7, Quan 7, Can Tho', TO_DATE('2023-08-06','YYYY-MM-DD'), 8531482.19, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0965', 'Le Khanh', 'M', TO_DATE('1983-06-28','YYYY-MM-DD'), '0380421750', 'Phuong 6, Quan 8, Hai Phong', TO_DATE('2020-09-30','YYYY-MM-DD'), 20385191.68, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0966', 'Nguyen Phuc', 'M', TO_DATE('1989-01-21','YYYY-MM-DD'), '0390708856', 'Phuong 20, Quan 8, Ho Chi Minh', TO_DATE('2020-03-17','YYYY-MM-DD'), 29492435.78, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0967', 'Pham Nga', 'M', TO_DATE('1978-02-12','YYYY-MM-DD'), '0388022352', 'Phuong 17, Quan 10, Ha Noi', TO_DATE('2016-04-18','YYYY-MM-DD'), 5767231.16, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0968', 'Vo Huy', 'M', TO_DATE('1980-07-05','YYYY-MM-DD'), '0321003758', 'Phuong 18, Quan 10, Can Tho', TO_DATE('2019-04-01','YYYY-MM-DD'), 6954481.40, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0969', 'Dang Huy', 'F', TO_DATE('1968-09-30','YYYY-MM-DD'), '0336988169', 'Phuong 15, Quan 10, Ho Chi Minh', TO_DATE('2019-10-09','YYYY-MM-DD'), 6446322.84, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0970', 'Vu Dung', 'F', TO_DATE('1974-01-29','YYYY-MM-DD'), '0378684785', 'Phuong 11, Quan 4, Hai Phong', TO_DATE('2021-11-06','YYYY-MM-DD'), 27049655.65, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0971', 'Dang Vy', 'F', TO_DATE('1967-03-29','YYYY-MM-DD'), '0364844826', 'Phuong 6, Quan 11, Ha Noi', TO_DATE('2014-11-15','YYYY-MM-DD'), 21671488.10, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0972', 'Tran Giang', 'F', TO_DATE('1987-10-26','YYYY-MM-DD'), '0344942213', 'Phuong 4, Quan 5, Can Tho', TO_DATE('2014-07-29','YYYY-MM-DD'), 13732146.04, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0973', 'Vo Thao', 'M', TO_DATE('1998-01-19','YYYY-MM-DD'), '0916670562', 'Phuong 19, Quan 10, Hai Phong', TO_DATE('2018-04-26','YYYY-MM-DD'), 21091305.24, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0974', 'Le Anh', 'M', TO_DATE('1988-07-26','YYYY-MM-DD'), '0365875312', 'Phuong 12, Quan 4, Da Nang', TO_DATE('2019-10-25','YYYY-MM-DD'), 11146596.50, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0975', 'Le Vy', 'F', TO_DATE('2002-06-11','YYYY-MM-DD'), '0357075768', 'Phuong 8, Quan 12, Da Nang', TO_DATE('2025-03-07','YYYY-MM-DD'), 19856098.51, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0976', 'Pham Thao', 'M', TO_DATE('1966-02-09','YYYY-MM-DD'), '0326132981', 'Phuong 17, Quan 1, Da Lat', TO_DATE('2016-06-06','YYYY-MM-DD'), 27292116.85, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0977', 'Tran Hai', 'M', TO_DATE('1982-03-25','YYYY-MM-DD'), '0337065195', 'Phuong 19, Quan 1, Ho Chi Minh', TO_DATE('2025-03-28','YYYY-MM-DD'), 14990653.20, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0978', 'Pham Binh', 'F', TO_DATE('2001-10-05','YYYY-MM-DD'), '0383939123', 'Phuong 6, Quan 11, Nha Trang', TO_DATE('2021-12-18','YYYY-MM-DD'), 26093493.71, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0979', 'Nguyen Dung', 'M', TO_DATE('1999-05-19','YYYY-MM-DD'), '0369540475', 'Phuong 14, Quan 9, Ho Chi Minh', TO_DATE('2024-05-21','YYYY-MM-DD'), 17852732.51, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0980', 'Tran Khanh', 'F', TO_DATE('1969-08-05','YYYY-MM-DD'), '0387800251', 'Phuong 9, Quan 11, Da Nang', TO_DATE('2021-05-06','YYYY-MM-DD'), 26916922.71, 'Cleaner', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0981', 'Hoang Hai', 'M', TO_DATE('1971-02-22','YYYY-MM-DD'), '0359059907', 'Phuong 2, Quan 12, Ha Noi', TO_DATE('2016-10-13','YYYY-MM-DD'), 10091256.79, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0982', 'Le Nga', 'F', TO_DATE('1999-07-13','YYYY-MM-DD'), '0361178830', 'Phuong 19, Quan 12, Nha Trang', TO_DATE('2015-12-20','YYYY-MM-DD'), 5463096.38, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0983', 'Vo Hai', 'M', TO_DATE('1981-05-28','YYYY-MM-DD'), '0346585121', 'Phuong 9, Quan 4, Nha Trang', TO_DATE('2011-12-15','YYYY-MM-DD'), 17659304.46, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0984', 'Nguyen Tu', 'F', TO_DATE('1978-10-06','YYYY-MM-DD'), '0907256755', 'Phuong 5, Quan 4, Ha Noi', TO_DATE('2015-02-06','YYYY-MM-DD'), 18675489.03, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0985', 'Nguyen Khanh', 'M', TO_DATE('1981-09-04','YYYY-MM-DD'), '0352164318', 'Phuong 1, Quan 3, Can Tho', TO_DATE('2017-11-03','YYYY-MM-DD'), 20400580.57, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0986', 'Vo Phuc', 'F', TO_DATE('1991-12-29','YYYY-MM-DD'), '0386297284', 'Phuong 16, Quan 2, Da Nang', TO_DATE('2011-12-30','YYYY-MM-DD'), 24291214.22, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0987', 'Pham Dung', 'F', TO_DATE('1995-08-22','YYYY-MM-DD'), '0335541271', 'Phuong 19, Quan 12, Ha Noi', TO_DATE('2012-11-02','YYYY-MM-DD'), 9638605.21, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0988', 'Huynh Ngoc', 'F', TO_DATE('1969-04-07','YYYY-MM-DD'), '0394518519', 'Phuong 15, Quan 6, Da Lat', TO_DATE('2011-02-07','YYYY-MM-DD'), 5309281.59, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0989', 'Le Giang', 'M', TO_DATE('1981-01-27','YYYY-MM-DD'), '0355565250', 'Phuong 11, Quan 10, Ha Noi', TO_DATE('2019-10-13','YYYY-MM-DD'), 17029226.52, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0990', 'Nguyen Tu', 'F', TO_DATE('2001-05-15','YYYY-MM-DD'), '0362800784', 'Phuong 4, Quan 4, Hai Phong', TO_DATE('2021-09-12','YYYY-MM-DD'), 7013201.99, 'Cleaner', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0991', 'Hoang Hai', 'M', TO_DATE('1965-05-07','YYYY-MM-DD'), '0368358555', 'Phuong 7, Quan 6, Ha Noi', TO_DATE('2012-08-06','YYYY-MM-DD'), 16704911.33, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0992', 'Vu Hai', 'F', TO_DATE('1996-03-24','YYYY-MM-DD'), '0375099977', 'Phuong 16, Quan 10, Can Tho', TO_DATE('2022-11-23','YYYY-MM-DD'), 15921888.11, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0993', 'Nguyen Thao', 'F', TO_DATE('1994-02-11','YYYY-MM-DD'), '0354825219', 'Phuong 11, Quan 6, Da Lat', TO_DATE('2014-11-13','YYYY-MM-DD'), 16385455.06, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0994', 'Huynh Nga', 'F', TO_DATE('1981-03-15','YYYY-MM-DD'), '0913244740', 'Phuong 20, Quan 9, Hai Phong', TO_DATE('2010-01-16','YYYY-MM-DD'), 5323819.56, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0995', 'Hoang Chau', 'M', TO_DATE('2001-04-05','YYYY-MM-DD'), '0378796127', 'Phuong 6, Quan 2, Ho Chi Minh', TO_DATE('2019-03-13','YYYY-MM-DD'), 12912557.06, 'HR', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0996', 'Dang Binh', 'M', TO_DATE('2003-09-09','YYYY-MM-DD'), '0322900149', 'Phuong 20, Quan 5, Hai Phong', TO_DATE('2024-09-13','YYYY-MM-DD'), 8647210.34, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0997', 'Le Ha', 'M', TO_DATE('1986-01-05','YYYY-MM-DD'), '0395705118', 'Phuong 2, Quan 6, Ha Noi', TO_DATE('2017-01-02','YYYY-MM-DD'), 28971713.14, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0998', 'Tran Binh', 'M', TO_DATE('1989-02-19','YYYY-MM-DD'), '0357644346', 'Phuong 12, Quan 9, Da Lat', TO_DATE('2015-11-23','YYYY-MM-DD'), 15801944.11, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0999', 'Tran Giang', 'M', TO_DATE('1971-06-10','YYYY-MM-DD'), '0348885420', 'Phuong 2, Quan 12, Nha Trang', TO_DATE('2024-02-17','YYYY-MM-DD'), 17131348.88, 'Staff', 'store3');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S1000', 'Nguyen Tu', 'F', TO_DATE('1988-11-24','YYYY-MM-DD'), '0907590300', 'Phuong 15, Quan 12, Da Lat', TO_DATE('2022-01-23','YYYY-MM-DD'), 17389006.37, 'Staff', 'store3');
